"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","y"
"14498",45,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"10751",45,"blue-collar","married","basic.6y","unknown","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"14323",31,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"31327",41,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"8591",32,"services","married","high.school","no","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"38376",38,"blue-collar","married","basic.9y","no","yes","no","cellular","oct","mon",3,999,0,"nonexistent",-3.4,92.431,-26.9,"no"
"23043",57,"admin.","married","high.school","unknown","no","no","cellular","aug","tue",15,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"31738",37,"services","married","basic.9y","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"8727",39,"admin.","single","high.school","no","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"29136",54,"retired","married","basic.4y","no","yes","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"2143",52,"management","married","university.degree","unknown","no","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"19235",45,"blue-collar","married","basic.6y","unknown","yes","yes","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"32812",34,"admin.","unknown","university.degree","no","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"38353",34,"management","married","university.degree","no","yes","no","cellular","oct","fri",1,2,1,"success",-3.4,92.431,-26.9,"no"
"14737",29,"student","married","university.degree","no","yes","no","cellular","jul","wed",7,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"17480",34,"blue-collar","single","high.school","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"15662",30,"admin.","single","university.degree","no","yes","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"34923",27,"admin.","married","high.school","no","no","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"39991",32,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","tue",1,999,1,"failure",-1.7,94.055,-39.8,"no"
"36006",38,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"4556",25,"admin.","single","high.school","no","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"21109",33,"entrepreneur","married","university.degree","no","yes","no","cellular","aug","mon",7,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"27410",39,"technician","married","high.school","no","yes","no","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,"no"
"21",30,"unemployed","married","high.school","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"23510",32,"technician","married","professional.course","unknown","no","no","cellular","aug","thu",7,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"13739",42,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"3133",35,"blue-collar","single","unknown","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"25319",42,"entrepreneur","married","university.degree","unknown","no","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"22793",37,"technician","single","professional.course","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"3516",49,"blue-collar","married","basic.6y","no","yes","no","telephone","may","thu",5,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"14817",31,"self-employed","married","basic.9y","no","no","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"3602",48,"admin.","divorced","basic.9y","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"30095",28,"blue-collar","single","basic.9y","no","no","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"31152",27,"student","single","university.degree","no","no","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"15045",49,"technician","divorced","high.school","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"96",45,"services","married","professional.course","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"22764",59,"retired","married","basic.9y","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"22155",47,"services","married","basic.9y","no","yes","no","cellular","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"34691",46,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"14617",33,"unemployed","single","unknown","no","no","no","cellular","jul","tue",6,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"37141",17,"student","single","unknown","no","yes","no","cellular","aug","wed",3,4,2,"success",-2.9,92.201,-31.4,"no"
"9403",50,"entrepreneur","married","basic.9y","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"5172",37,"technician","single","professional.course","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"19614",56,"technician","married","professional.course","unknown","no","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"16916",45,"admin.","divorced","high.school","no","no","no","cellular","jul","thu",5,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"19479",29,"admin.","married","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"3129",38,"technician","single","professional.course","unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"22347",29,"technician","single","professional.course","no","no","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"25581",30,"technician","married","university.degree","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"20533",49,"retired","divorced","professional.course","no","yes","yes","telephone","aug","tue",8,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"23189",58,"blue-collar","married","basic.6y","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"10929",39,"technician","married","professional.course","unknown","yes","yes","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"10496",32,"technician","single","university.degree","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"22513",58,"blue-collar","married","unknown","unknown","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"6157",26,"technician","married","professional.course","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"34951",41,"blue-collar","single","basic.9y","no","no","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"38625",37,"admin.","divorced","high.school","no","yes","yes","telephone","nov","mon",5,999,0,"nonexistent",-3.4,92.649,-30.1,"no"
"28123",41,"unemployed","married","basic.9y","no","no","yes","cellular","apr","mon",1,9,1,"success",-1.8,93.075,-47.1,"no"
"18370",37,"services","divorced","high.school","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"35557",41,"admin.","single","high.school","no","no","no","cellular","may","mon",4,999,1,"failure",-1.8,92.893,-46.2,"no"
"23067",41,"self-employed","married","professional.course","no","no","no","cellular","aug","tue",11,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"14516",27,"services","single","high.school","no","unknown","unknown","telephone","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"7209",56,"technician","married","professional.course","unknown","yes","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"26953",41,"admin.","divorced","university.degree","no","no","no","telephone","nov","thu",4,999,1,"failure",-0.1,93.2,-42,"no"
"35603",45,"admin.","divorced","university.degree","no","no","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"25912",40,"admin.","married","high.school","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"33818",39,"technician","divorced","professional.course","no","no","yes","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"8413",53,"services","married","high.school","unknown","no","no","telephone","jun","tue",8,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"20410",33,"technician","married","professional.course","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"7606",53,"admin.","married","basic.9y","unknown","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"20045",49,"technician","married","professional.course","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"37377",57,"management","married","university.degree","no","yes","no","cellular","aug","tue",1,5,2,"failure",-2.9,92.201,-31.4,"no"
"30549",39,"blue-collar","married","basic.9y","no","no","yes","cellular","may","mon",3,999,2,"failure",-1.8,92.893,-46.2,"no"
"7495",29,"admin.","married","university.degree","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"14866",21,"admin.","single","high.school","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"31551",26,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"16413",33,"admin.","single","university.degree","no","yes","no","telephone","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"14644",30,"services","single","high.school","no","no","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"1121",34,"blue-collar","single","basic.9y","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"4984",43,"blue-collar","married","high.school","unknown","unknown","unknown","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"25318",39,"self-employed","married","university.degree","no","no","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"2273",35,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"39039",74,"retired","divorced","high.school","no","yes","yes","telephone","dec","mon",6,999,0,"nonexistent",-3,92.713,-33,"no"
"4171",31,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",10,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"23359",54,"technician","married","professional.course","no","yes","no","cellular","aug","wed",10,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"930",36,"services","married","high.school","unknown","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"2507",43,"admin.","divorced","basic.9y","no","unknown","unknown","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"6908",54,"management","married","university.degree","no","yes","no","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"30370",29,"management","single","high.school","no","yes","no","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,"no"
"31753",35,"services","married","professional.course","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"27111",39,"admin.","single","university.degree","no","yes","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"10343",26,"technician","married","professional.course","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"23992",51,"self-employed","married","high.school","no","yes","no","cellular","aug","fri",6,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"36772",26,"management","single","university.degree","no","yes","no","cellular","jun","fri",2,999,0,"nonexistent",-2.9,92.963,-40.8,"no"
"20033",38,"technician","divorced","high.school","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"16042",58,"retired","married","basic.4y","unknown","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"27078",56,"technician","married","professional.course","no","yes","no","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,"no"
"6384",52,"self-employed","married","basic.9y","unknown","yes","no","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"11815",58,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","fri",15,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"14361",48,"blue-collar","divorced","high.school","unknown","no","yes","telephone","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"1982",52,"technician","married","university.degree","no","no","no","telephone","may","fri",5,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"10238",37,"technician","single","professional.course","unknown","no","yes","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"26750",30,"services","married","high.school","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"12119",58,"retired","married","basic.4y","unknown","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"22460",34,"technician","married","high.school","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"19532",41,"technician","divorced","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"32708",30,"blue-collar","married","basic.9y","no","no","yes","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"19858",30,"admin.","single","university.degree","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"4078",40,"admin.","married","university.degree","unknown","yes","yes","telephone","may","mon",7,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"29247",29,"services","single","high.school","no","no","no","cellular","apr","fri",2,999,1,"failure",-1.8,93.075,-47.1,"no"
"2288",37,"unknown","married","university.degree","no","no","yes","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"40832",32,"admin.","married","high.school","no","no","no","cellular","sep","mon",2,999,0,"nonexistent",-1.1,94.199,-37.5,"no"
"1793",34,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"29459",46,"entrepreneur","single","university.degree","no","no","no","cellular","apr","mon",3,999,1,"failure",-1.8,93.075,-47.1,"no"
"29565",42,"services","married","high.school","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"20621",51,"admin.","married","university.degree","unknown","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"32495",35,"entrepreneur","married","university.degree","no","yes","yes","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,"no"
"7701",28,"admin.","married","high.school","no","no","yes","telephone","may","fri",18,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"8453",48,"services","single","high.school","unknown","no","yes","telephone","jun","tue",5,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"40744",35,"admin.","married","university.degree","no","yes","no","telephone","sep","wed",1,999,0,"nonexistent",-1.1,94.199,-37.5,"no"
"16528",30,"admin.","married","university.degree","no","yes","no","telephone","jul","wed",8,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"24664",52,"entrepreneur","single","university.degree","unknown","yes","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"2837",29,"blue-collar","married","professional.course","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"12658",37,"blue-collar","single","high.school","no","yes","no","telephone","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"30683",34,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
